Period,IDPROV,Province,Xcoord,Ycoord,IDDISTRICT,District,Event,Casualties,Injured,Missing,Affected,Displaced,House_HD,House_MD,House_SD,Flooded
February 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,7,,,1,1,
February 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Landslide,,,,2,,,1,,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3309,BOYOLALI,Landslide,,,,0,,,1,,
February 2018,12,SUMATERA UTARA,99.05314,2.19191,1211,KARO,Volcano Eruption,,,,0,,,,,
February 2018,94,PAPUA,138.50228,-3.94094,9413,BOVEN DIGOEL,Earthquake,,,,0,,,8,,
February 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5203,LOMBOK TIMUR,Flood,,,,200,,,,,72
February 2018,18,LAMPUNG,105.02009,-4.91748,1804,LAMPUNG TIMUR,Flood,2,,,2235,,20,11,80,429
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,,,0,,,,,
February 2018,18,LAMPUNG,105.02009,-4.91748,1805,LAMPUNG TENGAH,Flood,7,,,0,,,,,630
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Flood,,,,2600,,14,10,60,256
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Landslide,,,,0,,,,1,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3325,BATANG,Landslide,,4,,0,,2,,,
February 2018,12,SUMATERA UTARA,99.05314,2.19191,1210,DAIRI,Whirlwind,1,6,,0,,,,148,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,15,,,1,2,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Landslide,,,,0,,,7,,
February 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,Landslide,,,,0,,,11,8,
February 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,3,,,,1,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3309,BOYOLALI,Whirlwind,,,,0,,,,11,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3309,BOYOLALI,Flood,,,,0,,,,,27
February 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Flood,,,,0,,,,,4
February 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6409,PENAJAM PASER UTARA,Flood,,,,287,,,,,
February 2018,35,JAWA TIMUR,112.59767,-7.94595,3525,GRESIK,Flood,,,,0,,,,,101
February 2018,14,RIAU,101.80779,0.51272,1473,KOTA DUMAI,Forest Fires,,,,0,,,,,
February 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,1,,1,,,
February 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7313,WAJO,Whirlwind,,4,,45,,9,,,
February 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1605,MUSI RAWAS,Whirlwind,,,,0,,8,,4,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Whirlwind,,,,0,,1,,,
February 2018,14,RIAU,101.80779,0.51272,1405,SIAK,Forest Fires,,,,0,,,,,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3375,KOTA PEKALONGAN,Flood,,,,32,32,,,,730
February 2018,35,JAWA TIMUR,112.59767,-7.94595,3525,GRESIK,Flood,,,,0,,,,,56
February 2018,53,NUSA TENGGARA TIMUR,121.98602,-8.64997,5321,MALAKA,Flood,,,,0,,,,,2000
February 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5203,LOMBOK TIMUR,Whirlwind,,,,0,,,,1,
February 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1605,MUSI RAWAS,Whirlwind,,,,0,,,,18,
February 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Landslide,1,,,0,,,,,
March 2018,75,GORONTALO,122.37605,0.68682,7504,BONE BOLANGO,Flood,,,,50,,1,,,12
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,,,,0,,1,,6,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,48,,,,,10
March 2018,32,JAWA BARAT,107.6028,-6.91998,3216,BEKASI,Flood,,,,750,,,,,150
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,1,,0,,,,6,
March 2018,14,RIAU,101.80779,0.51272,1403,INDRAGIRI HILIR,Whirlwind,,,,11,,,,2,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3521,NGAWI,Landslide,,,,0,,,,1,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1307,AGAM,Landslide,,,,0,,,,7,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3324,KENDAL,Landslide,,,,0,,,,1,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,3,,,1,1,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Landslide,,,,8,8,,,3,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1673,KOTA PAGAR ALAM,Whirlwind,,,,0,,2,,,
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6311,BALANGAN,Flood,,,,200,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3507,MALANG,Whirlwind,,,,0,,,,4,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3523,TUBAN,Whirlwind,,,,0,,,,3,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,0,,,,,421
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,11,,,2,,
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6311,BALANGAN,Flood,,,,0,,,,,15
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3318,PATI,Flood,,,,100,,,,,120
March 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6203,KAPUAS,Flood,,,,1834,,,,,276
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Landslide,,,,1,,,,1,
March 2018,11,ACEH,96.91028,4.2251,1103,ACEH SELATAN,Whirlwind,,,,5,,1,,,
March 2018,11,ACEH,96.91028,4.2251,1103,ACEH SELATAN,Flood,,,,1060,,,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1608,OGAN KOMERING ULU SELATAN,Landslide,,,,0,,,,,
March 2018,31,DKI JAKARTA,106.83439,-6.2003,3172,KOTA JAKARTA TIMUR,Flood,,,,1000,,,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Whirlwind,,,,0,,1,,,
March 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5203,LOMBOK TIMUR,Flood,,,,0,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Flood,,,,0,,,,,7
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7313,WAJO,Whirlwind,,,,15,,,1,3,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Landslide,,,,0,,,,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1603,MUARA ENIM,Landslide,,,,0,,,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3304,BANJARNEGARA,Whirlwind,2,1,,0,,,,,
March 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5205,DOMPU,Flood,,,,5600,,,,,1400
March 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5206,BIMA,Flood,,,,150,50,,,,80
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,0,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3310,KLATEN,Whirlwind,,,,0,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3304,BANJARNEGARA,Whirlwind,,1,,0,,,,2,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3504,TULUNGAGUNG,Whirlwind,,,,0,,,,37,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,2,,,#VALUE!,35,2,,2,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,0,,,,,301
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,0,,,,,10
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Landslide,,,,0,,,2,,
March 2018,15,JAMBI,102.71981,-1.69842,1572,KOTA SUNGAI PENUH,Landslide,,,,20,,,4,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3528,PAMEKASAN,Landslide,,,,0,,,,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1601,OGAN KOMERING ULU,Flood,,,,2285,,,,,1640
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Whirlwind,,,,0,,1,,16,
March 2018,18,LAMPUNG,105.02009,-4.91748,1804,LAMPUNG TIMUR,Flood,,,,2912,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3519,MADIUN,Whirlwind,,,,5,,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,0,,,,11,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,65,,,2,11,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,0,,1,,,
March 2018,72,SULAWESI TENGAH,121.55683,-1.41749,7208,PARIGI MOUTONG,Flood,,,,1795,,,,,359
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,,,0,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Landslide,,,,0,,2,,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,4,4,,1,,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,2180,,,,,465
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3523,TUBAN,Whirlwind,,,,0,,,,7,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3275,KOTA BEKASI,Whirlwind,,1,,115,,4,,19,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Whirlwind,,,,0,,,,1,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3507,MALANG,Whirlwind,,,,0,,,6,9,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3501,PACITAN,Flood,,,,0,,,,,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1311,DHARMASRAYA,Flood,,,,0,,,,,12
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Whirlwind,,,,0,,,1,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,35,35,,,7,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Whirlwind,,,,0,,4,7,,
March 2018,53,NUSA TENGGARA TIMUR,121.98602,-8.64997,5371,KOTA KUPANG,Whirlwind,,1,,125,,9,13,10,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Landslide,,,,0,,,1,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Landslide,1,,,7,7,1,,,
March 2018,18,LAMPUNG,105.02009,-4.91748,1803,LAMPUNG SELATAN,Flood,,,,1900,50,,,,376
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7317,LUWU,Flood,,,,0,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3517,JOMBANG,Whirlwind,,,,185,,,2,35,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3324,KENDAL,Landslide,,,,0,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Whirlwind,,,,5,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,,,,3,3,,,12,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Whirlwind,,,,4,4,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3303,PURBALINGGA,Whirlwind,,,,0,,,,10,
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7318,TANA TORAJA,Landslide,,,,0,,,,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Flood,,,,680,,,,,136
March 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Whirlwind,,,,25,25,13,1,78,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Whirlwind,,,,10,,,2,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Flood,,,,0,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Flood,,,,0,,,,,164
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Landslide,,,,0,,4,1,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Landslide,,,,5,,,1,,
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7314,SIDENRENG RAPPANG,Whirlwind,,,,0,,,2,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1603,MUARA ENIM,Flood,,,,400,,,,,287
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7305,TAKALAR,Whirlwind,,,,20,,2,,2,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Flood,,,,0,,,1,,2
March 2018,32,JAWA BARAT,107.6028,-6.91998,3203,CIANJUR,Flood,,,,0,,,,,3
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,,,0,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Flood,,,,665,,,,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Whirlwind,,,,0,,1,,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,3,,,1,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Landslide,,,,0,,,,2,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,15,,,1,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1613,MUSI RAWAS UTARA,Flood,,,,45875,,1,,,85
March 2018,91,PAPUA BARAT,133.11628,-1.64237,9109,TAMBRAUW,Flood,,,,0,,,,,
March 2018,21,KEPULAUAN RIAU,104.49169,1.02469,2171,KOTA BATAM,Whirlwind,,,,0,,,,3,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3204,BANDUNG,Landslide,,,,0,,2,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,0,,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Landslide,,,,0,,,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1608,OGAN KOMERING ULU SELATAN,Landslide,,1,,5,,1,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Landslide,,,,167,116,,15,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3521,NGAWI,Flood,,,,0,,,,,3
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Landslide,,,,7,,,,1,
March 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6103,LANDAK,Flood,,,,120,,,,,30
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1610,OGAN ILIR,Flood,,,,0,,,,,150
March 2018,19,KEPULAUAN BANGKA BELITUNG,106.25099,-2.67877,1903,BANGKA BARAT,Flood,,,,3085,,,,,
March 2018,19,KEPULAUAN BANGKA BELITUNG,106.25099,-2.67877,1904,BANGKA TENGAH,Flood,,,,39,,,,,9
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3525,GRESIK,Flood,,,,0,,,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1674,KOTA LUBUK LINGGAU,Flood,,,,8,8,1,,,85
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3524,LAMONGAN,Flood,,,,11030,,,,,1861
March 2018,19,KEPULAUAN BANGKA BELITUNG,106.25099,-2.67877,1902,BELITUNG,Flood,,,,6,6,,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Flood,,,,15,,2,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3376,KOTA TEGAL,Whirlwind,,,,0,,,1,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,4,,,1,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3520,MAGETAN,Landslide,,,,15,,,3,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3524,LAMONGAN,Flood,,,,0,,,,,8
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Landslide,,,,0,,,,12,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3313,KARANGANYAR,Landslide,,,,0,,1,3,6,
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7318,TANA TORAJA,Landslide,,,,3,3,,,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1608,OGAN KOMERING ULU SELATAN,Landslide,,,,0,,,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Flood,,,,3695,,,1,,30
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3328,TEGAL,Landslide,,,,0,,,,1,
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Landslide,,,,5,,,1,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Landslide,,,,5,,,,1,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3525,GRESIK,Flood,,,,0,,,,,38
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Landslide,,,,2,,,1,,
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7318,TANA TORAJA,Landslide,,,,4,,,1,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Flood,,,,0,,,,,34
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,9,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Flood,,,,5,,,,,1
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Flood,,,,0,,,,,31
March 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,4,,,1,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3514,PASURUAN,Flood,,,,19545,,,,,3909
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3521,NGAWI,Flood,,,,0,,,,,30
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Whirlwind,,,,5,,,1,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3318,PATI,Whirlwind,,,,0,,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3310,KLATEN,Whirlwind,,,,4,,1,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1613,MUSI RAWAS UTARA,Flood,,,,200,,,,,70
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7322,LUWU UTARA,Flood,,1,,523,,,,,119
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3523,TUBAN,Flood,,,,5973,13,,,,1202
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7306,GOWA,Flood,,2,,0,,,,,
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Flood,,,,218,,,,,37
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1310,SOLOK SELATAN,Flood,,,,75,,,,,15
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,0,,,,4,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,Landslide,,,,9,,,1,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3209,CIREBON,Whirlwind,,,,0,,,5,44,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3521,NGAWI,Whirlwind,,,,0,,,7,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Whirlwind,,,,0,,,,1,
March 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7408,KOLAKA UTARA,Landslide,1,10,,0,,1,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1610,OGAN ILIR,Flood,,,,300,,,,,70
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1604,LAHAT,Flood,,,,0,,,,,53
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1606,MUSI BANYU ASIN,Flood,,,,946,,,,,202
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1612,PENUKAL ABAB LEMATANG ILIR,Flood,,,,1250,,,,,250
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1603,MUARA ENIM,Flood,,,,0,,,,,
March 2018,18,LAMPUNG,105.02009,-4.91748,1804,LAMPUNG TIMUR,Flood,,,,0,,,,,412
March 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6105,SANGGAU,Flood,1,,,0,,,,,150
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1613,MUSI RAWAS UTARA,Flood,,,,0,,,,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1607,BANYUASIN,Flood,,,,835,,,,,70
March 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6103,LANDAK,Flood,,,,0,,,,,58
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3510,BANYUWANGI,Flood,,,,0,,1,2,10,
March 2018,12,SUMATERA UTARA,99.05314,2.19191,1202,MANDAILING NATAL,Forest Fires,,,,0,,,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1603,MUARA ENIM,Flood,,,,0,,,,,321
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1610,OGAN ILIR,Whirlwind,,,,0,,2,,,
March 2018,14,RIAU,101.80779,0.51272,1409,ROKAN HILIR,Forest Fires,,,,0,,,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Flood,,,,0,,,,,
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7326,TORAJA UTARA,Whirlwind,,,,10,,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,,,,0,,,,10,
March 2018,14,RIAU,101.80779,0.51272,1408,BENGKALIS,Forest Fires,,,,0,,,,,
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6305,TAPIN,Whirlwind,,,,6,,,,1,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Whirlwind,,,,0,,,,15,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3523,TUBAN,Landslide,,,,25,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3513,PROBOLINGGO,Whirlwind,,,,0,,5,,12,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Whirlwind,,,,5,5,,5,15,
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6311,BALANGAN,Whirlwind,,,,5,,,,1,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1308,LIMA PULUH KOTA,Whirlwind,,,,0,,1,,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Flood,,,,0,,,,,7
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Flood,,,,0,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3514,PASURUAN,Whirlwind,,,,0,,,,6,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Flood,,,,0,,,,,2
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3513,PROBOLINGGO,Landslide,1,,,0,,,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3517,JOMBANG,Flood,,,,0,,,,,10
March 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6409,PENAJAM PASER UTARA,Flood,,,,0,,,,,43
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1308,LIMA PULUH KOTA,Whirlwind,,,,0,,1,,,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3515,SIDOARJO,Whirlwind,,1,,0,,,,79,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Whirlwind,,,,0,,,1,,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,0,,1,,1,
March 2018,34,DI YOGYAKARTA,110.4458,-7.89495,3402,BANTUL,Whirlwind,,,,0,,,,2,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Flood,,,,78,,,,,15
March 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7310,BARRU,Whirlwind,,,,0,,1,1,5,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Landslide,,,,0,,8,,4,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3315,GROBOGAN,Whirlwind,,,,0,,,7,220,
March 2018,33,JAWA TENGAH,110.20062,-7.25939,3309,BOYOLALI,Whirlwind,,,,0,,,4,18,
March 2018,71,SULAWESI UTARA,124.7604,1.17385,7171,KOTA MANADO,Landslide,1,,,84,,3,4,14,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Whirlwind,,,,0,,1,,,
March 2018,71,SULAWESI UTARA,124.7604,1.17385,7171,KOTA MANADO,Flood,,,,1132,,,,,224
March 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7404,KOLAKA,Flood,,,,225,225,,,,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1373,KOTA SAWAHLUNTO,Whirlwind,,,,0,,,,1,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1610,OGAN ILIR,Flood,,,,0,,,,,
March 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1674,KOTA LUBUK LINGGAU,Whirlwind,,,,0,,1,,,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Whirlwind,,,,0,,,,5,
March 2018,71,SULAWESI UTARA,124.7604,1.17385,7171,KOTA MANADO,Flood,,,,215,,,,,71
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1371,KOTA PADANG,Whirlwind,,,,0,,2,4,8,
March 2018,35,JAWA TIMUR,112.59767,-7.94595,3515,SIDOARJO,Whirlwind,,,,0,,,,33,
March 2018,94,PAPUA,138.50228,-3.94094,9419,SARMI,Flood,,130,,760,260,,,,
March 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6401,PASER,Flood,,,,690,,,,,15
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Whirlwind,,,,0,,,,1,
March 2018,13,SUMATERA BARAT,100.4671,-0.85066,1307,AGAM,Whirlwind,1,2,,0,,,1,,
March 2018,32,JAWA BARAT,107.6028,-6.91998,3273,KOTA BANDUNG,Flood,,,,184,,,,,57
March 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6306,HULU SUNGAI SELATAN,Whirlwind,,,,3,,,,1,
March 2018,11,ACEH,96.91028,4.2251,1103,ACEH SELATAN,Flood,,,,7216,,1,,,1864
